id,question1_en,question2_en,question2_fr,is_duplicate
431,Should I use Vicks Vapor Rub for a stuffy nose?,How do you apply Vicks Vapor rub to treat a stuffy nose?,Comment appliquez-vous le Vicks Vapor Rub pour traiter un nez bouché?,1
432,How I start prepare for UGC net English literature latest syllabus?,How do I prepare for Net JRF in English literature?,Comment se préparer à Net JRF dans la littérature anglaise?,1
433,How did early Europeans get protein before the Columbian Exchange?,How did they say breakfast in Portuguese before coffee was introduced to Europeans & the Portuguese language?,Comment ont-ils dit petit-déjeuner en portugais avant que le café ne soit présenté aux Européens et à la langue portugaise?,0
434,What is the best forum for graphic designers?,Who is the best graphic designer in israel?,Qui est le meilleur graphiste en Israël?,0
435,Is Alex Jones a satirical show?,How is The Canterbury Tales a satire?,Comment les Contes de Canterbury sont-ils une satire?,0
436,Should I learn AngularJS 1.5 instead of AngularJS 2 if I don't know TypeScript?,Which should I start with: Angular 2 or AngularJS 1?,Avec quoi devrais-je commencer: Angular 2 ou AngularJS 1?,0
437,Why can't we fall asleep on some days?,Why do we fall asleep?,Pourquoi nous endormons-nous?,0
438,Which Marvel movies have not included Stan Lee cameos?,What is your favourite Stan Lee cameo in a Marvel film?,Quel est votre camée préféré de Stan Lee dans un film de Marvel?,0
439,What are your views on Modi governments decision to demonetize 500 and 1000 rupee notes? How will this affect economy?,What are your views on ban of 500 and 1000 rupee notes in India?,Que pensez-vous de l'interdiction des billets de 500 et 1000 roupies en Inde?,1
440,What does the 10/6 label on the Mad Hatter's hat mean?,How do you find a figure labeled this way in a textbook?,Comment trouvez-vous une figure étiquetée de cette manière dans un manuel?,0
441,Who wrote the Kars for Kids jingle?,I am a freelance musician. How can I get into the jingle industry?,Je suis un musicien indépendant. Comment puis-je entrer dans l'industrie du jingle?,0
442,Why is Saltwater Taffy candy imported in Greece?,Why is Saltwater taffy candy imported in China?,Pourquoi les bonbons à la tire d'eau salée sont-ils importés en Chine?,1
443,What are the minimum requirements to enter MIT?,How can I join MIT?,Comment puis-je rejoindre le MIT?,1
444,How do you answer a question on Quora?,What is the best thing you've ever learned on Quora?,Quelle est la meilleure chose que vous ayez jamais apprise sur Quora?,0
445,Israel vs Iran: who would win?,"If Israel and Iran went to war, who would win?","Si Israël et l’Iran partaient en guerre, qui gagnerait?",1
446,When is it too late to learn the piano?,I'm almost 40. Is it too late for me to learn piano?,J'ai presque 40 ans. Est-ce trop tard pour apprendre le piano?,1
447,What are natural numbers?,What is a least natural number?,Quel est le nombre le moins naturel?,0
448,Is One Plus 3T 4G VoLTE enabled phone?,Which phone to buy Moto m or one plus 3t?,Quel téléphone pour acheter Moto m ou un plus 3t?,0
449,How do I enter a new email ID which I can access to recover my Facebook ID?,I lost all my ID. I am adopted and can't access my original birth certificate. How do I replace my ID without even a birth certificate?,J'ai perdu toute mon identité. Je suis adopté et je ne peux pas accéder à mon certificat de naissance original. Comment remplacer mon identifiant sans même un certificat de naissance?,0
450,How we can travel faster than light?,Is it possible to travel faster than light?,Est-il possible de voyager plus vite que la lumière?,1
451,What is it like being a firefighter?,What's it like to be a firefighter?,Qu'est-ce que ça fait d'être pompier?,1
452,What are the factors that causes data inconsistency in distributed platform/application?,What are the main data platform?,Quelles sont les principales plates-formes de données?,0
453,What are the differences between POCSO and sexual offenses in the IPC?,Do we need the IPC section 375?,Avons-nous besoin de l'article 375 de l'IPC?,0
454,"What is an alternative for the word ""is""?",What is the alternative word for creative?,Quel est le mot alternatif pour créatif?,0
455,What is considered an illegal screen in the NBA?,Shaquille O'Neal considers Tim Duncan a power forward therefore disqualifying Duncan from the NBA great big men discussion. Does O'Neal have a point?,"Shaquille O'Neal considère que Tim Duncan est un attaquant de puissance, éliminant ainsi Duncan de la grande discussion des grands hommes de la NBA. Est-ce que O'Neal a raison?",0
456,Nothing excites me anymore. How do I regain that excitement?,Why do I feel like I'm excited about something when I have nothing to be excited about?,Pourquoi est-ce que je me sens excité à propos de quelque chose quand je n’ai rien à envier?,0
457,What are the life lessons that Batman teaches us?,What are the life lessons you can learn from the dark knight?,Quelles sont les leçons de vie que vous pouvez apprendre du chevalier noir?,1
458,How do you stop a criminal's attempt to kidnap you so you escape unharmed?,How do you stop a criminal's attempt to kidnap you and escape unharmed?,Comment arrêtez-vous la tentative d'un criminel de vous kidnapper et de vous échapper indemne?,1
459,How do I sell on Amazon?,How do I start selling on Amazon?,Comment puis-je commencer à vendre sur Amazon?,1
460,Daniel Ek: When an we expect Spotify in India?,Daniel Ek: Are there any future plans of releasing Spotify in India?,Daniel Ek: Existe-t-il des projets de sortie de Spotify en Inde?,1
461,What are the top 10 books one should read in his or her early 20s?,What books are worth reading in early 20s?,Quels livres valent la peine d'être lus au début des années 20?,1
462,Which book should I start with for the GATE preparation?,What book do I start with for GATE preparation?,Avec quel livre est-ce que je commence pour la préparation de GATE?,1
463,"What does the phrase ""He who does not love abides in death"" exactly mean?","What does the phrase ""love begets love"" mean?","Que signifie l'expression ""l'amour engendre l'amour""?",0
464,What is similar to 4Shared?,What is similar to 4shared but better?,Qu'est-ce qui est similaire à 4shared mais mieux?,1
465,Can you get high if someone touches weed and then you shake their hand and then you eat something with that same hand?,"If someone grabs you by your shirt with both their hands and tells you to shut up, is that assault and can you call the police?","Si quelqu'un vous attrape par votre chemise avec vos deux mains et vous dit de vous taire, est-ce que c'est de l'agression et pouvez-vous appeler la police?",0
466,Considering the current trend of information technology what is the future of print media?,What is this model's name? I see her everywhere.,Quel est le nom de ce modèle? Je la vois partout.,0
467,What is the best recipe for chicken pizza?,What are some good pizza recipes?,Quelles sont les bonnes recettes de pizza?,0
468,What are some good places to learn mountaineering in India?,What are some good mountaineering institutes for a beginner level mountaineering course?,Quels sont les bons instituts d'alpinisme pour un cours d'alpinisme de niveau débutant?,1
469,Do new table tennis balls damage rubbers?,How do you unlock a car with a tennis ball?,Comment débloquer une voiture avec une balle de tennis?,0
470,My new Xbox one S can't connect to internet during setup. Any solutions?,Can I withdraw my money from any branch of particular bank .my bank is bank of Baroda I have no Atm card and cheque book?,Puis-je retirer mon argent de n'importe quelle succursale d'une banque particulière? Ma banque est une banque de Baroda Je n'ai pas de carte Atm ni de carnet de chèques?,0
471,Is it wrong for me to be content with my life?,What is a cover story?,Qu'est-ce qu'une histoire de couverture?,0
472,Is gravity only a theory?,"According to the M-theory, there are 11 dimensions. Why are only 5 dimensions in regards to gravity addressed in Interstellar?","Selon la théorie M, il y a 11 dimensions. Pourquoi seulement 5 dimensions par rapport à la gravité sont-elles abordées dans Interstellar?",0
473,How could I become a fighter pilot when I have less than the required eyesight?,I have terrible eyesight. Can I still become a fighter pilot in the Air Force?,J'ai une vue terrible Puis-je encore devenir pilote de chasse dans l'armée de l'air?,0
474,Operation executive salary in Infosys?,"How do I do the Wake Back To Bed lucid dreaming technique when I think I have restless leg syndrome (regardless, my legs hurt at night.)?",Comment est-ce que je fais la technique de rêve lucide de Wake Back To Bed quand je pense que j'ai le syndrome des jambes sans repos (peu importe si mes jambes me font mal la nuit)?,0
475,Have cavemen been scientifically tested?,Have mythical creatures been scientifically tested?,Les créatures mythiques ont-elles été testées scientifiquement?,0
